subsystem,code,is_axis_error,is_arm_error,short_message,short_message_en,user_hint,user_hint_en,operation,operation_en,detail,method,param1,param2,param3,param4,solution,for_expert,for_novice,related_log,stop_report,level,tech_solution,explanation,category
8,0X2BAD,FALSE,FALSE,右手移动到边界,Right instrument reaches the position boundary,右手移动到边界,Right instrument reaches the position boundary,请注意,attention,右手控制臂运动达到边界，请退回正常操作区域,检测右手控制的工具臂是否运动到位置边界,位置边界标志位,伸缩边界标志位,姿态边界标志位,自转边界标志位,tip,TRUE,TRUE,FALSE,,无,,右手控制臂运动达到边界，请退回正常操作区域，位置边界标志位{0:2}触发，伸缩边界标志位{1:2}触发，姿态边界标志位{2:2}触发，自转边界标志位{3:2}触发,操作提示
1,0X2BBD,TRUE,FALSE,左手旋转到边界,Left instrument reaches the rotation boundary,左手旋转到边界,Left instrument reaches the rotation boundary,请注意,attention,左手自转到达边界，请退回正常操作区域,检测左手控制的工具臂是否自转到边界,位置边界标志位,伸缩边界标志位,姿态边界标志位,自转边界标志位,tip,TRUE,TRUE,FALSE,,无,,左手自转到达边界，请退回正常操作区域，位置边界标志位{0:2}触发，伸缩边界标志位{1:2}触发，姿态边界标志位{2:2}触发，自转边界标志位{3:2}触发,操作提示
8,0X2BBD,FALSE,FALSE,左手旋转到边界,Left instrument reaches the rotation boundary,左手旋转到边界,Left instrument reaches the rotation boundary,请注意,attention,左手自转到达边界，请退回正常操作区域,检测左手控制的工具臂是否自转到边界,位置边界标志位,伸缩边界标志位,姿态边界标志位,自转边界标志位,tip,TRUE,TRUE,FALSE,,无,,左手自转到达边界，请退回正常操作区域，位置边界标志位{0:2}触发，伸缩边界标志位{1:2}触发，姿态边界标志位{2:2}触发，自转边界标志位{3:2}触发,操作提示
4,0X040B,TRUE,FALSE,速度过快,Over the speed limit,速度过快,Over the speed limit,请点击“解除”恢复,Click REMOVE to restore,速度超限,读取每个关节速度值，超过阈值（根据关节确定）持续0.1s进行报警。,报错时状态机,,,,recoverable,TRUE,TRUE,FALSE,,中级,,速度超限报警时，报错时状态机{0:0},安全保护
8,0X2BCD,FALSE,FALSE,右手旋转到边界,Right instrument reaches the rotation boundary,右手旋转到边界,Right instrument reaches the rotation boundary,请注意,attention,右手自转到达边界，请退回正常操作区域,检测右手控制的工具臂是否自转到边界,位置边界标志位,伸缩边界标志位,姿态边界标志位,自转边界标志位,tip,TRUE,TRUE,FALSE,,无,,右手自转到达边界，请退回正常操作区域，位置边界标志位{0:2}触发，伸缩边界标志位{1:2}触发，姿态边界标志位{2:2}触发，自转边界标志位{3:2}触发，,操作提示
1,0X2BCD,FALSE,FALSE,右手旋转到边界,Right instrument reaches the rotation boundary,右手旋转到边界,Right instrument reaches the rotation boundary,请注意,attention,右手自转到达边界，请退回正常操作区域,检测右手控制的工具臂是否自转到边界,位置边界标志位,伸缩边界标志位,姿态边界标志位,自转边界标志位,tip,TRUE,TRUE,FALSE,,无,,右手自转到达边界，请退回正常操作区域，位置边界标志位{0:2}触发，伸缩边界标志位{1:2}触发，姿态边界标志位{2:2}触发，自转边界标志位{3:2}触发,操作提示
1,0X2BED,TRUE,TRUE,器械过高,The instrument is too high,器械过高,The instrument is too high,请向下调整,Please adjust the height downwards,器械超出可动范围，请调整器械,尝试进入主从控制时，检测工具臂3关节位置是否超过可动范围,从臂号,是否在可动范围标志位,工具臂3关节实际位置,0,tip,TRUE,TRUE,FALSE,,无,,{0:11}器械超出可动范围，请调整器械，{1:2}在可动范围，工具臂3关节实际位置{2:0},操作提示
8,0X2BED,TRUE,TRUE,器械过高,The instrument is too high,器械过高,The instrument is too high,请向下调整,Please adjust the height downwards,器械超出可动范围，请调整器械,尝试进入主从控制时，检测工具臂3关节位置是否超过可动范围,从臂号,是否在可动范围标志位,工具臂3关节实际位置,0,tip,TRUE,TRUE,FALSE,,无,,{0:11}器械超出可动范围，请调整器械，{1:2}在可动范围，工具臂3关节实际位置{2:0},操作提示
1,0X2BFD,TRUE,TRUE,器械隔离板未安装成功,Instrument adapter is failed to be mounted,器械隔离板未安装成功,Instrument adapter is failed to be mounted,,,器械隔离板未安装成功,尝试进入主从控制时或进入内窥镜控制时，检测是否安装隔离板,从臂号,0,0,0,tip,TRUE,TRUE,FALSE,,无,,{0:0}号臂器械隔离板未安装成功,操作提示
8,0X2BFD,TRUE,TRUE,器械隔离板未安装成功,Instrument adapter is failed to be mounted,器械隔离板未安装成功,Instrument adapter is failed to be mounted,,,器械隔离板未安装成功,尝试进入主从控制时或进入内窥镜控制时，检测是否安装隔离板,从臂号,0,0,0,tip,TRUE,TRUE,FALSE,,无,,{0:0}号臂器械隔离板未安装成功,操作提示
1,0X2C0D,TRUE,TRUE,器械未安装成功,Instrument is failed to be mounted,器械未安装成功,Instrument is failed to be mounted,,,器械未安装成功,尝试进入主从控制时，在已安装隔离板的状态下，检测是否安装器械,从臂号,0,0,0,tip,TRUE,TRUE,FALSE,,无,,{0:0}号臂器械未安装成功,操作提示
8,0X2C0D,TRUE,TRUE,器械未安装成功,Instrument is failed to be mounted,器械未安装成功,Instrument is failed to be mounted,,,器械未安装成功,尝试进入主从控制时，在已安装隔离板的状态下，检测是否安装器械,从臂号,0,0,0,tip,TRUE,TRUE,FALSE,,无,,{0:0}号臂器械未安装成功,操作提示
1,0X2C1D,FALSE,FALSE,内窥镜未安装,Endoscope is failed to be mounted,内窥镜未安装,Endoscope is failed to be mounted,,,内窥镜未安装,任何状态下，踩脚踏时，检测是否安装内窥镜,内窥镜臂号,0,0,0,tip,TRUE,TRUE,FALSE,,无,,内窥镜未安装，{0:12}为内窥镜臂,操作提示
8,0X2C1D,FALSE,FALSE,内窥镜未安装,Endoscope is failed to be mounted,内窥镜未安装,Endoscope is failed to be mounted,,,内窥镜未安装,任何状态下，踩脚踏时，检测是否安装内窥镜,内窥镜臂号,0,0,0,tip,TRUE,TRUE,FALSE,,无,,内窥镜未安装，{0:12}为内窥镜臂,操作提示
1,0X2C2D,FALSE,TRUE,器械超出使用次数,Exceed the usage limit of instrument,器械超出使用次数,Exceed the usage limit of instrument,请更换新器械,please replace,器械已超出使用次数，请更换器械,安装器械后从驱动器中读取器械次数，判断是否满足使用条件,读取的器械寿命,器械当前寿命,施夹钳夹持寿命,器械超期寿命,tip,TRUE,TRUE,FALSE,,无,,器械已超出使用次数，从驱动器读取到器械剩余{0:0}次，器械剩余{1:0}次，施夹钳夹持剩余{2:0}次，器械超期{3:0}次,操作提示
8,0X2C2D,TRUE,TRUE,器械超出使用次数,Exceed the usage limit of instrument,器械超出使用次数,Exceed the usage limit of instrument,请更换新器械,please replace,器械已超出使用次数，请更换器械,安装器械后从驱动器中读取器械次数，判断是否满足使用条件,读取的器械寿命,器械当前寿命,施夹钳夹持寿命,器械超期寿命,tip,TRUE,TRUE,FALSE,,无,,器械已超出使用次数，从驱动器读取到器械剩余{0:0}次，器械剩余{1:0}次，施夹钳夹持剩余{2:0}次，器械超期{3:0}次,操作提示
1,0X2C3D,FALSE,FALSE,,,,,请在患者台车端确认手术,Please click START on the patient cart,请在患者台车端确认手术,进入主从准备状态后，患者台车未确认手术,患者台车状态,0,0,0,tip,TRUE,TRUE,FALSE,,无,,请在患者台车端确认手术，患者台车状态为{0:5},操作提示
8,0X2C3D,FALSE,FALSE,,,,,请在患者台车端确认手术,Please click START on the patient cart,请在患者台车端确认手术,进入主从准备状态后，患者台车未确认手术,患者台车状态,0,0,0,tip,TRUE,TRUE,FALSE,,无,,请在患者台车端确认手术，患者台车状态为{0:5},操作提示
1,0X2C4D,FALSE,FALSE,内窥镜转接座可使用次数少于5次,The endoscope adapter can be used less than 5 times,内窥镜转接座可使用次数少于5次,The endoscope adapter can be used less than 5 times,,,内窥镜转接座少于5次,安装内窥镜转接座后从驱动器中读取内窥镜转接座次数，判断是否满足使用条件,0,0,0,0,tip,TRUE,TRUE,FALSE,,无,,内窥镜转接座少于5次,操作提示
8,0X2C4D,FALSE,FALSE,内窥镜转接座可使用次数少于5次,The endoscope adapter can be used less than 5 times,内窥镜转接座可使用次数少于5次,The endoscope adapter can be used less than 5 times,,,内窥镜转接座少于5次,安装内窥镜转接座后从驱动器中读取内窥镜转接座次数，判断是否满足使用条件,0,0,0,0,tip,TRUE,TRUE,FALSE,,无,,内窥镜转接座少于5次,操作提示
1,0X2C5D,FALSE,FALSE,内窥镜转接座可使用次数即将耗尽，请注意更换,The endoscope adapter usage wil be exhausted， please replace it,内窥镜转接座可使用次数即将耗尽，请注意更换,The endoscope adapter usage wil be exhausted， please replace it,,,内窥镜转接座仅剩1次,安装内窥镜转接座后从驱动器中读取内窥镜转接座次数，判断是否满足使用条件,0,0,0,0,tip,TRUE,TRUE,FALSE,,无,,内窥镜转接座仅剩1次,操作提示
8,0X2C5D,FALSE,FALSE,内窥镜转接座可使用次数即将耗尽，请注意更换,The endoscope adapter usage wil be exhausted， please replace it,内窥镜转接座可使用次数即将耗尽，请注意更换,The endoscope adapter usage wil be exhausted， please replace it,,,内窥镜转接座仅剩1次,安装内窥镜转接座后从驱动器中读取内窥镜转接座次数，判断是否满足使用条件,0,0,0,0,tip,TRUE,TRUE,FALSE,,无,,内窥镜转接座仅剩1次,操作提示
1,0X2C6D,FALSE,FALSE,内窥镜安装臂号错误,Endoscope is mounted on not-allowed arm ,内窥镜安装臂号错误,Endoscope is mounted on not-allowed arm ,,,内窥镜安装臂号错误,检测安装了内窥镜转接座的工具臂，当数量大于1时则提示异常,患者台车状态,0,0,0,tip,TRUE,TRUE,FALSE,,无,,内窥镜安装臂号错误，患者台车状态为{0:5},操作提示
8,0X2C6D,FALSE,FALSE,内窥镜安装臂号错误,Endoscope is mounted on not-allowed arm ,内窥镜安装臂号错误,Endoscope is mounted on not-allowed arm ,,,内窥镜安装臂号错误,检测安装了内窥镜转接座的工具臂，当数量大于1时则提示异常,患者台车状态,0,0,0,tip,TRUE,TRUE,FALSE,,无,,内窥镜安装臂号错误，患者台车状态为{0:5},操作提示
1,0X2C8D,FALSE,FALSE,不支持多把超声刀器械,Just single ultrasonic knife is supported,不支持多把超声刀器械,Just single ultrasonic knife is supported,,,不支持多把超声刀器械,安装了超过一把超声刀器械时提示异常,0,0,0,0,tip,TRUE,TRUE,FALSE,,无,,不支持多把超声刀器械,操作提示
8,0X2C8D,FALSE,FALSE,不支持多把超声刀器械,Just single ultrasonic knife is supported,不支持多把超声刀器械,Just single ultrasonic knife is supported,,,不支持多把超声刀器械,安装了超过一把超声刀器械时提示异常,0,0,0,0,tip,TRUE,TRUE,FALSE,,无,,不支持多把超声刀器械,操作提示
1,0X2C9D,FALSE,FALSE,左手器械伸缩到边界,Left instrument reaches the depth boundary,左手器械伸缩到边界,Left instrument reaches the depth boundary,请注意,attention,左手器械伸缩到边界,检测左手控制的工具臂是否运动到伸缩关节的边界,位置边界标志位,伸缩边界标志位,姿态边界标志位,自转边界标志位,tip,TRUE,TRUE,FALSE,,无,,左手器械伸缩到边界，位置边界标志位{0:2}触发，伸缩边界标志位{1:2}触发，姿态边界标志位{2:2}触发，自转边界标志位{3:2}触发,操作提示
8,0X2C9D,FALSE,FALSE,左手器械伸缩到边界,Left instrument reaches the depth boundary,左手器械伸缩到边界,Left instrument reaches the depth boundary,请注意,attention,左手器械伸缩到边界,检测左手控制的工具臂是否运动到伸缩关节的边界,位置边界标志位,伸缩边界标志位,姿态边界标志位,自转边界标志位,tip,TRUE,TRUE,FALSE,,无,,左手器械伸缩到边界，位置边界标志位{0:2}触发，伸缩边界标志位{1:2}触发，姿态边界标志位{2:2}触发，自转边界标志位{3:2}触发,操作提示
1,0X2CAD,FALSE,FALSE,右手器械伸缩到边界,Right instrument reaches the depth boundary,右手器械伸缩到边界,Right instrument reaches the depth boundary,请注意,attention,右手器械伸缩到边界,检测右手控制的工具臂是否运动到伸缩关节的边界,位置边界标志位,伸缩边界标志位,姿态边界标志位,自转边界标志位,tip,TRUE,TRUE,FALSE,,无,,右手器械伸缩到边界，位置边界标志位{0:2}触发，伸缩边界标志位{1:2}触发，姿态边界标志位{2:2}触发，自转边界标志位{3:2}触发,操作提示
8,0X2CAD,FALSE,FALSE,右手器械伸缩到边界,Right instrument reaches the depth boundary,右手器械伸缩到边界,Right instrument reaches the depth boundary,请注意,attention,右手器械伸缩到边界,检测右手控制的工具臂是否运动到伸缩关节的边界,位置边界标志位,伸缩边界标志位,姿态边界标志位,自转边界标志位,tip,TRUE,TRUE,FALSE,,无,,右手器械伸缩到边界，位置边界标志位{0:2}触发，伸缩边界标志位{1:2}触发，姿态边界标志位{2:2}触发，自转边界标志位{3:2}触发,操作提示
1,0X2CBD,FALSE,FALSE,左手器械姿态到边界,Left instrument reaches the pose boundary,左手器械姿态到边界,Left instrument reaches the pose boundary,请注意,attention,左手器械姿态到边界,检测左手控制的工具臂是否运动到姿态关节的边界,位置边界标志位,伸缩边界标志位,姿态边界标志位,自转边界标志位,tip,TRUE,TRUE,FALSE,,无,,左手器械姿态到边界，位置边界标志位{0:2}触发，伸缩边界标志位{1:2}触发，姿态边界标志位{2:2}触发，自转边界标志位{3:2}触发,操作提示
8,0X2CBD,FALSE,FALSE,左手器械姿态到边界,Left instrument reaches the pose boundary,左手器械姿态到边界,Left instrument reaches the pose boundary,请注意,attention,左手器械姿态到边界,检测左手控制的工具臂是否运动到姿态关节的边界,位置边界标志位,伸缩边界标志位,姿态边界标志位,自转边界标志位,tip,TRUE,TRUE,FALSE,,无,,左手器械姿态到边界，位置边界标志位{0:2}触发，伸缩边界标志位{1:2}触发，姿态边界标志位{2:2}触发，自转边界标志位{3:2}触发,操作提示
1,0X2CCD,FALSE,FALSE,右手器械姿态到边界,Right instrument reaches the pose boundary,右手器械姿态到边界,Right instrument reaches the pose boundary,请注意,attention,右手器械姿态到边界,检测右手控制的工具臂是否运动到姿态关节的边界,位置边界标志位,伸缩边界标志位,姿态边界标志位,自转边界标志位,tip,TRUE,TRUE,FALSE,,无,,右手器械姿态到边界，位置边界标志位{0:2}触发，伸缩边界标志位{1:2}触发，姿态边界标志位{2:2}触发，自转边界标志位{3:2}触发,操作提示
8,0X2CCD,FALSE,FALSE,右手器械姿态到边界,Right instrument reaches the pose boundary,右手器械姿态到边界,Right instrument reaches the pose boundary,请注意,attention,右手器械姿态到边界,检测右手控制的工具臂是否运动到姿态关节的边界,位置边界标志位,伸缩边界标志位,姿态边界标志位,自转边界标志位,tip,TRUE,TRUE,FALSE,,无,,右手器械姿态到边界，位置边界标志位{0:2}触发，伸缩边界标志位{1:2}触发，姿态边界标志位{2:2}触发，自转边界标志位{3:2}触发,操作提示
1,0X2CDD,FALSE,FALSE,,,,,请不要踩多个脚踏,Please step on correct pedal,多个脚踏被触发,检测是否多个脚踏被触发,脚踏激发状态,状态机,脚踏激光信号和脚踏传感器信号按位或,0,tip,TRUE,TRUE,FALSE,,无,,多个脚踏被触发，脚踏激发状态为{0:0}，脚踏激光信号和脚踏传感器信号按位或状态为{2:0}，状态机为{1:1},操作提示
8,0X2CDD,FALSE,FALSE,,,,,请不要踩多个脚踏,Please step on correct pedal,多个脚踏被触发,检测是否多个脚踏被触发,脚踏激发状态,状态机,脚踏激光信号和脚踏传感器信号按位或,0,tip,TRUE,TRUE,FALSE,,无,,多个脚踏被触发，脚踏激发状态为{0:0}，脚踏激光信号和脚踏传感器信号按位或状态为{2:0}，状态机为{1:1},操作提示
1,0X2CED,FALSE,FALSE,脚踏信号未被激活,Pedal signal is not activated,脚踏信号未被激活,Pedal signal is not activated,请调整踩踏角度,Please adjust foot angle ,脚踏信号被激发但激光未遮挡,检测脚踏信号和激光信号，脚踏被激发但激光未被遮挡时则提示异常,脚踏激发状态,状态机,脚踏激光信号和脚踏传感器信号按位或,0,tip,TRUE,TRUE,FALSE,,无,,脚踏信号被激发但激光未遮挡，脚踏激发状态为{0:0}，脚踏激光信号和脚踏传感器信号按位或状态为{2:0}，状态机为{1:1},操作提示
8,0X2CED,FALSE,FALSE,脚踏信号未被激活,Pedal signal is not activated,脚踏信号未被激活,Pedal signal is not activated,请调整踩踏角度,Please adjust foot angle ,脚踏信号被激发但激光未遮挡,检测脚踏信号和激光信号，脚踏被激发但激光未被遮挡时则提示异常,脚踏激发状态,状态机,脚踏激光信号和脚踏传感器信号按位或,0,tip,TRUE,TRUE,FALSE,,无,,脚踏信号被激发但激光未遮挡，脚踏激发状态为{0:0}，脚踏激光信号和脚踏传感器信号按位或状态为{2:0}，状态机为{1:1},操作提示
1,0X2CFD,FALSE,FALSE,不支持多把单极器械,Just single monopolar instrument is supported,不支持多把单极器械,Just single monopolar instrument is supported,,,不支持多把单极器械,检测是否安装了多把单极器械,0,0,0,0,tip,TRUE,TRUE,FALSE,,无,,不支持多把单极器械,操作提示
8,0X2CFD,FALSE,FALSE,不支持多把单极器械,Just single monopolar instrument is supported,不支持多把单极器械,Just single monopolar instrument is supported,,,不支持多把单极器械,检测是否安装了多把单极器械,0,0,0,0,tip,TRUE,TRUE,FALSE,,无,,不支持多把单极器械,操作提示
1,0X2D0D,FALSE,FALSE,不支持多把双极器械,Just single bipolar instrument is supported,不支持多把双极器械,Just single bipolar instrument is supported,,,不支持多把双极器械,检测是否安装了多把双极器械,0,0,0,0,tip,TRUE,TRUE,FALSE,,无,,不支持多把双极器械,操作提示
8,0X2D0D,FALSE,FALSE,不支持多把双极器械,Just single bipolar instrument is supported,不支持多把双极器械,Just single bipolar instrument is supported,,,不支持多把双极器械,检测是否安装了多把双极器械,0,0,0,0,tip,TRUE,TRUE,FALSE,,无,,不支持多把双极器械,操作提示
1,0X2D1D,FALSE,FALSE,,,,,请恢复调整按键,Please release adjustment button,不可调整状态下调整臂按钮被触发,初始化、自检、内窥镜、主从控制、离合状态下触发调整臂调整按钮,臂号,0,0,0,tip,TRUE,TRUE,FALSE,,无,,不可调整状态下{0:11}调整按钮被触发,操作提示
8,0X2D1D,FALSE,FALSE,,,,,请恢复调整按键,Please release adjustment button,不可调整状态下调整臂按钮被触发,初始化、自检、内窥镜、主从控制、离合状态下触发调整臂调整按钮,臂号,0,0,0,tip,TRUE,TRUE,FALSE,,无,,不可调整状态下{0:11}调整按钮被触发,操作提示
1,0X2D2D,FALSE,FALSE,,,,,请恢复子悬吊按键,Please release shoulder adjustment button,不可调整状态下子悬吊按钮被触发,初始化、自检、内窥镜、主从控制、离合状态下触发子悬吊调整按钮,臂号,0,0,0,tip,TRUE,TRUE,FALSE,,无,,不可调整状态下{0:15}子悬吊调整按钮被触发,操作提示
8,0X2D2D,FALSE,FALSE,,,,,请恢复悬吊盘按键,Please release shoulder adjustment button,不可调整状态下子悬吊按钮被触发,初始化、自检、内窥镜、主从控制、离合状态下触发子悬吊调整按钮,臂号,0,0,0,tip,TRUE,TRUE,FALSE,,无,,不可调整状态下{0:15}子悬吊调整按钮被触发,操作提示
1,0X2D3D,TRUE,FALSE,,,,,请旋转激活,Please match grips on control by rotating the grip,旋转激活,必须旋转进主从的器械未旋转尝试进入主从时提示,主手7关节旋转位置偏差,主手开合角,0,0,tip,TRUE,TRUE,FALSE,,无,,旋转激活，主手7关节旋转位置偏差为{0:0}，主手开合角为{1:0},操作提示
8,0X2D3D,TRUE,FALSE,,,,,请旋转激活,Please match grips on control by rotating the grip,旋转激活,必须旋转进主从的器械未旋转尝试进入主从时提示,主手7关节旋转位置偏差,主手开合角,0,0,tip,TRUE,TRUE,FALSE,,无,,旋转激活，主手7关节旋转位置偏差为{0:0}，主手开合角为{1:0},操作提示
1,0X2D4D,TRUE,FALSE,旋转偏差大,Excessive rotation deviation,旋转偏差大,Excessive rotation deviation,请重新捏合进主从,Plese match grips on control by squeezing,器械已经闭合必须捏合进入主从,器械开合角已经闭合尝试进入主从时未捏合主手则提示,主手7关节旋转位置偏差,主手开合角,开合状态,0,tip,TRUE,TRUE,FALSE,,无,,器械已经闭合必须捏合进入主从，主手7关节旋转位置偏差为{0:0}rad，主手开合角为{1:0}rad，{2:33},操作提示
8,0X2D4D,TRUE,FALSE,旋转偏差大,Excessive rotation deviation,旋转偏差大,Excessive rotation deviation,请重新捏合进主从,Plese match grips on control by squeezing,器械已经闭合必须捏合进入主从,器械开合角已经闭合尝试进入主从时未捏合主手则提示,主手7关节旋转位置偏差,主手开合角,开合状态,0,tip,TRUE,TRUE,FALSE,,无,,器械已经闭合必须捏合进入主从，主手7关节旋转位置偏差为{0:0}rad，主手开合角为{1:0}rad，{2:33},操作提示
8,0X2D5D,FALSE,FALSE,超声刀能量激发过久,Ultrasonic knife is activated for too long,超声刀能量激发过久,Ultrasonic knife is activated for too long,请松开脚踏,Please release pedal,超声刀激发时间超过6s,检测激发超声刀的持续时间，若超过6s则提示,0,0,0,0,tip,TRUE,TRUE,FALSE,,无,,超声刀激发时间超过6s,操作提示
1,0X2D5D,FALSE,FALSE,超声刀能量激发过久,Ultrasonic knife is activated for too long,超声刀能量激发过久,Ultrasonic knife is activated for too long,请松开脚踏,Please release pedal,超声刀激发时间超过6s,检测激发超声刀的持续时间，若超过6s则提示,0,0,0,0,tip,TRUE,TRUE,FALSE,,无,,超声刀激发时间超过6s,操作提示
1,0X2D6D,FALSE,FALSE,超声刀能量激发时自转关节保护,Do not rotate the rotation joint during ultrasonic knife is activated,超声刀能量激发时自转关节保护,Do not rotate the rotation joint during ultrasonic knife is activated,,,超声刀激发时旋转自转关节,新手模式下，激发超声刀时旋转自转关节则提示,0,0,0,0,tip,TRUE,TRUE,FALSE,,无,,超声刀激发时旋转自转关节,操作提示
8,0X2D6D,FALSE,FALSE,超声刀能量激发时自转关节保护,Do not rotate the rotation joint during ultrasonic knife is activated,超声刀能量激发时自转关节保护,Do not rotate the rotation joint during ultrasonic knife is activated,,,超声刀激发时旋转自转关节,新手模式下，激发超声刀时旋转自转关节则提示,0,0,0,0,tip,TRUE,TRUE,FALSE,,无,,超声刀激发时旋转自转关节,操作提示
1,0X2D7D,FALSE,FALSE,,,,,请退出器械记忆模式,Please exit the instrument height memory mode,,,0,0,0,0,tip,TRUE,TRUE,FALSE,,无,,无,操作提示
8,0X2D7D,FALSE,FALSE,,,,,请退出器械记忆模式,Please exit the instrument height memory mode,,,0,0,0,0,tip,TRUE,TRUE,FALSE,,无,,无,操作提示
1,0X2D8D,FALSE,FALSE,,,,,请登录,Please login,用户未登入账户，尝试主从操作,检测用户类型，若未登入账户时尝试进入主从操作则提示,0,0,0,0,tip,TRUE,TRUE,FALSE,,无,,用户未登入账户，不能主从操作,操作提示
8,0X2D8D,FALSE,FALSE,,,,,请登录,Please login,用户未登入账户，尝试主从操作,检测用户类型，若未登入账户时尝试进入主从操作则提示,0,0,0,0,tip,TRUE,TRUE,FALSE,,无,,用户未登入账户，不能主从操作,操作提示
1,0X2D9D,FALSE,FALSE,内窥镜到达边界,Endoscope reaches position boundary,内窥镜到达边界,Endoscope reaches position boundary,请注意,attention,内窥镜到达边界,内窥镜控制状态下，内窥镜臂移动到位置边界,臂号,内窥镜位置边界标志位,0,0,tip,TRUE,TRUE,FALSE,,无,,内窥镜到达边界，内窥镜位置边界标志位{1:2}触发,操作提示
8,0X2D9D,FALSE,FALSE,内窥镜到达边界,Endoscope reaches position boundary,内窥镜到达边界,Endoscope reaches position boundary,请注意,attention,内窥镜到达边界,内窥镜控制状态下，内窥镜臂移动到位置边界,臂号,内窥镜位置边界标志位,0,0,tip,TRUE,TRUE,FALSE,,无,,内窥镜到达边界，内窥镜位置边界标志位{1:2}触发,操作提示
1,0X2DAD,FALSE,FALSE,,,,,请拉近视野,Please zoom in,内窥镜控制状态下，内窥镜移动到上边界位置,内窥镜控制状态下，内窥镜移动到上边界位置,臂号,内窥镜位置上边界标志位,0,0,tip,TRUE,TRUE,FALSE,,无,,内窥镜控制状态下，内窥镜移动到上边界位置，内窥镜位置上边界标志位{1:2}触发,操作提示
8,0X2DAD,FALSE,FALSE,,,,,请拉近视野,Please zoom in,内窥镜控制状态下，内窥镜移动到上边界位置,内窥镜控制状态下，内窥镜移动到上边界位置,臂号,内窥镜位置上边界标志位,0,0,tip,TRUE,TRUE,FALSE,,无,,内窥镜控制状态下，内窥镜移动到上边界位置，内窥镜位置上边界标志位{1:2}触发,操作提示
1,0X2DBD,FALSE,FALSE,,,,,请拉远视野,Please zoom out,内窥镜控制状态下，内窥镜移动到下边界位置,内窥镜控制状态下，内窥镜移动到下边界位置,臂号,内窥镜位置下边界标志位,0,0,tip,TRUE,TRUE,FALSE,,无,,内窥镜控制状态下，内窥镜移动到下边界位置，内窥镜位置下边界标志位{1:2}触发,操作提示
8,0X2DBD,FALSE,FALSE,,,,,请拉远视野,Please zoom out,内窥镜控制状态下，内窥镜移动到下边界位置,内窥镜控制状态下，内窥镜移动到下边界位置,臂号,内窥镜位置下边界标志位,0,0,tip,TRUE,TRUE,FALSE,,无,,内窥镜控制状态下，内窥镜移动到下边界位置，内窥镜位置下边界标志位{1:2}触发,操作提示
1,0X2DCD,FALSE,FALSE,,,,,请顺时针旋转视野,Please rotate endoscope clockwise,内窥镜旋转关节到左边界,内窥镜控制状态下，内窥镜臂自转关节到达左边界,臂号,内窥镜位置左边界标志位,0,0,tip,TRUE,TRUE,FALSE,,无,,内窥镜旋转关节到左边界，内窥镜位置左边界标志位{1:2}触发,操作提示
8,0X2DCD,FALSE,FALSE,,,,,请顺时针旋转视野,Please rotate endoscope clockwise,内窥镜旋转关节到左边界,内窥镜控制状态下，内窥镜臂自转关节到达左边界,臂号,内窥镜位置左边界标志位,0,0,tip,TRUE,TRUE,FALSE,,无,,内窥镜旋转关节到左边界，内窥镜位置左边界标志位{1:2}触发,操作提示
1,0X2DDD,FALSE,FALSE,,,,,请逆时针旋转视野,Please rotate endoscope counterclockwise,内窥镜旋转关节到右边界,内窥镜控制状态下，内窥镜臂自转关节到达右边界,臂号,内窥镜位置右边界标志位,0,0,tip,TRUE,TRUE,FALSE,,无,,内窥镜旋转关节到右边界，内窥镜位置右边界标志位{1:2}触发,操作提示
8,0X2DDD,FALSE,FALSE,,,,,请逆时针旋转视野,Please rotate endoscope counterclockwise,内窥镜旋转关节到右边界,内窥镜控制状态下，内窥镜臂自转关节到达右边界,臂号,内窥镜位置右边界标志位,0,0,tip,TRUE,TRUE,FALSE,,无,,内窥镜旋转关节到右边界，内窥镜位置右边界标志位{1:2}触发,操作提示
1,0X2DED,FALSE,FALSE,,,,,请向下调整内窥镜,Please adjust endoscope downward ,内窥镜过高无法进入主从,尝试进入主从控制时，内窥镜臂3关节位置过高,内窥镜臂3关节位置合适标志位,内窥镜3关节实际位置,0,0,tip,TRUE,TRUE,FALSE,,无,,内窥镜过高无法进入主从，内窥镜臂3关节位置{1:43}主从，内窥镜3关节实际位置为{2:0},操作提示
8,0X2DED,FALSE,FALSE,,,,,请向下调整内窥镜,Please adjust endoscope downward ,内窥镜过高无法进入主从,尝试进入主从控制时，内窥镜臂3关节位置过高,内窥镜臂3关节位置合适标志位,内窥镜3关节实际位置,0,0,tip,TRUE,TRUE,FALSE,,无,,内窥镜过高无法进入主从，内窥镜臂3关节位置{1:43}主从，内窥镜3关节实际位置为{2:0},操作提示
1,0X2DFD,FALSE,FALSE,请降低主手或升高监视器,Lower master arm or raise 3D-viewer before self-testing,请降低主手或升高监视器,Lower master arm or raise 3D-viewer before self-testing,,,主手与扶手距离过近,检测主手和扶手距离之间的距离，空间无法满足自检,主手与扶手距离之间的距离,0,0,0,tip,TRUE,TRUE,FALSE,,无,,主手与扶手距离过近，主手与扶手距离之间的距离为{0:0},操作提示
